gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FNBP1,3314.221005,-0.018440228,0.137425781,-0.134183179,0.893257727,0.971097235
FNBP1L,36.57618746,-0.264704838,0.34701605,-0.762802867,0.445580971,NA
FNBP4,2415.775137,0.000722923,0.132842602,0.00544195,0.995657973,0.999673208
FNDC1,0.745852163,1.793656519,2.730500469,0.656896616,0.511247394,NA
FNDC10,15.32229329,-0.132396058,0.435224399,-0.304201828,0.760974132,NA
FNDC3A,153.1475861,0.015422232,0.203823452,0.075664657,0.939685895,0.984179913
FNDC3B,1365.724425,0.21118089,0.204255444,1.033905807,0.3011802,0.728763149
FNDC5,5.236322088,-0.35703327,0.974261339,-0.366465604,0.714017674,NA
FNDC7,0.142412366,-1.38404757,3.096825355,-0.446924644,0.65492947,NA
FNDC9,343.2932589,0.503655428,0.302123054,1.667053943,0.095503679,0.531851697
FNIP1,464.0523537,0.213838,0.171841505,1.244390873,0.21335574,0.655636848
FNIP2,357.1007842,-0.312820749,0.202690782,-1.543339794,0.122748353,0.559770635
FNTA,563.7245137,0.321308982,0.272864108,1.177542125,0.238979194,0.678243763
FOCAD,30.13822912,0.256564033,0.382882416,0.670085704,0.502803158,NA
FOS,647.1094869,-0.336384371,0.437604565,-0.76869484,0.442074489,0.811195757
FOSB,22.54046739,-0.071883084,0.537897922,-0.133637035,0.893689597,NA
FOSL1,4.767905522,-0.088193352,0.657089226,-0.134218229,0.893230012,NA
FOSL2,716.7082998,-0.301710897,0.249786596,-1.20787465,0.227095482,0.666386219
FOXB1,4.172446613,0.260203361,0.915081716,0.284349864,0.776142277,NA
FOXC1,0.758062571,-0.576956383,1.654470394,-0.348725722,0.727295231,NA
FOXD2,3.25655747,0.047555272,0.78262845,0.060763536,0.951547531,NA
FOXF1,5.597040763,-0.768200158,0.631686735,-1.216109371,0.223943261,NA
FOXJ1,13.10833143,-0.849270597,1.399842713,-0.606690015,0.54405665,NA
FOXJ2,442.409353,-0.490903059,0.198356722,-2.474849633,0.013329228,0.306405216
FOXJ3,70.55842001,-0.312267754,0.314488285,-0.992939225,0.320739573,0.74283475
FOXK1,109.9610516,-0.719391067,0.195216583,-3.685091997,0.00022862,0.083876122
FOXK2,211.3442435,-0.055625886,0.116657312,-0.476831547,0.633482079,0.897476797
FOXM1,4.033229837,-0.274028798,0.74552851,-0.367563138,0.713199005,NA
FOXN2,1337.855437,-0.105852903,0.237423775,-0.445839526,0.655713168,0.903506072
FOXN3,818.7978599,-0.144342639,0.149344949,-0.966504997,0.333791548,0.750164253
FOXN4,0.781592488,1.077579666,1.355871327,0.794750685,0.426758542,NA
FOXO1,279.4114596,-0.047144297,0.283777097,-0.166131436,0.868053516,0.964597389
FOXO3,669.0446919,-0.097806055,0.13882775,-0.704513725,0.481112906,0.836954056
FOXO4,74.9945461,-0.160431932,0.302816338,-0.529799461,0.596250979,0.884416952
FOXP1,1502.21477,-0.041815457,0.128055047,-0.326542827,0.744013692,0.932380918
FOXP3,108.681876,-0.120248936,0.254780338,-0.47197102,0.636947474,0.897805712
FOXP4,69.20416983,0.042294516,0.210689957,0.200742914,0.840899602,0.958817895
FOXR1,0.650987699,-1.295804279,2.015493195,-0.642921684,0.520274919,NA
FOXRED1,162.8076597,-0.012651057,0.171046308,-0.073962759,0.941040018,0.984624578
FOXRED2,212.5529653,-0.086570903,0.223624966,-0.387125394,0.698663379,0.917940196
FOXS1,6.038557061,-0.42737409,0.619218988,-0.690182469,0.490079446,NA
FPGS,159.5559633,-0.026632172,0.242503246,-0.109821922,0.912550605,0.976424889
FPGT,15.47615087,-0.09105821,0.547257798,-0.166389972,0.867850065,NA
FPR2,265.0238595,0.136612981,0.699012541,0.195437096,0.845050778,0.959139431
FRAS1,24.40369385,-1.095396535,0.511649448,-2.140912179,0.032281121,NA
FRAT1,199.9477918,-0.014921704,0.152013848,-0.098160161,0.921805116,0.979163079
FRAT2,452.9972298,-0.351854388,0.172112352,-2.044329672,0.04092099,0.415644871
FREM1,3.807129217,-0.612870631,1.057071267,-0.579781752,0.562061805,NA
FREM2,0.900090476,-0.415559405,2.61332522,-0.159015572,0.873656605,NA
FREM3,0.908785328,-2.020806623,3.027536335,-0.667475597,0.504468392,NA
FRG1,359.318308,-0.434117764,0.25024816,-1.734749071,0.08278526,0.500470862
FRMD1,12.23522944,-0.156182475,0.416021012,-0.375419679,0.707348371,NA
FRMD4A,38.77945683,-0.019821082,0.438189427,-0.045234049,0.963920755,NA
FRMD4B,66.39627502,0.175112174,0.335633324,0.521736554,0.60185377,0.886860001
FRMD5,10.69353099,0.027270545,0.473346028,0.057612282,0.954057466,NA
FRMD6,1.125601772,0.317628066,1.258782914,0.252329502,0.800786387,NA
FRMD7,3.024724042,-0.097365551,0.7082219,-0.137478876,0.890652289,NA
FRMD8,368.8448832,-0.12264528,0.116486337,-1.052872665,0.292399356,0.719897729
FRMPD1,1.415195704,0.166154982,1.264597335,0.131389635,0.895467088,NA
FRMPD4,6.846280544,1.488608306,0.774085373,1.92305443,0.054473215,NA
FRRS1,13.95447366,0.028976934,0.489450665,0.059202972,0.952790443,NA
FRS2,88.23585615,0.203552079,0.396902895,0.512851083,0.608055494,0.889525952
FRS3,5.076730285,-0.987424456,0.495942849,-1.991004524,0.04648039,NA
FRY,493.1557812,-0.100898891,0.240667962,-0.419245214,0.675036932,0.910707839
FRYL,341.9876492,-0.457988899,0.227425768,-2.01379511,0.044031049,0.425108194
FSCN1,236.7419221,-0.134709304,0.316723539,-0.425321415,0.670602384,0.908946846
FSCN2,1.88219532,-0.678305595,1.059078913,-0.640467473,0.521868729,NA
FSD1,5.206926084,0.681789784,0.668683957,1.019599433,0.307918474,NA
FSD1L,4.462547979,-0.037440972,0.620074751,-0.060381384,0.951851885,NA
FSD2,58.65814798,-0.192202227,0.248191517,-0.774410947,0.438687812,NA
FSIP1,2.675411422,0.351680173,0.808063303,0.435213642,0.663407361,NA
FST,95.51924721,-0.043853235,0.419705946,-0.104485617,0.916783982,0.977404501
FSTL3,1424.175131,0.019242073,0.158826655,0.12115141,0.90357111,0.974481925
FSTL4,105.1984267,0.188935887,0.280210754,0.67426351,0.500143799,0.847857598
FTH1,536258.2754,0.000733027,0.186477377,0.003930917,0.99686359,0.999673208
FTL,1120052.451,-0.062720044,0.17744792,-0.353456065,0.723746561,0.925241002
FTO,46.98771514,0.095943932,0.215909517,0.444371021,0.656774361,NA
FTSJ1,284.1569372,0.041411197,0.177511812,0.233286993,0.815538558,0.953828193
FTSJ3,174.3382521,0.035120856,0.173982797,0.201863958,0.840023079,0.958817895
FUBP1,339.0351083,0.335336224,0.224645882,1.492732569,0.135507204,0.569501997
FUBP3,49.61004741,0.013531493,0.254609522,0.053146059,0.957615534,NA
FUCA1,5345.905404,0.422333512,0.222713462,1.896308865,0.057919215,0.456924686
FUCA2,538.3776579,0.131754711,0.202533518,0.65053287,0.515348077,0.853288424
FUNDC1,343.5369428,0.126701975,0.12500519,1.013573718,0.310786204,0.735705166
FUNDC2,697.6566732,0.321732613,0.284488059,1.13091781,0.258089686,0.690523447
FUOM,304.3652293,-0.055051182,0.166796302,-0.330050372,0.741361901,0.931009475
FURIN,1114.429975,-0.479698555,0.145264707,-3.302237458,0.000959168,0.129267182
FUS,2752.682005,-0.016524677,0.199250158,-0.082934321,0.933903763,0.98256353
FUT1,572.4098739,0.140691447,0.224181671,0.62757783,0.530280536,0.862517002
FUT10,2.193158876,-1.81882975,1.804064726,-1.008184309,NA,NA
FUT11,61.6126588,-0.018948406,0.194855861,-0.09724319,0.92253327,0.979220881
FUT4,3.106657327,-0.749805128,0.642245285,-1.167474711,0.243018715,NA
FUT7,2450.811725,-0.11359237,0.182726892,-0.621651079,0.534171326,0.865501137
FUT8,334.7813031,0.068818732,0.190918924,0.360460506,0.718502786,0.924149145
FUZ,230.5725162,-0.361848894,0.167642935,-2.158450005,0.030892861,0.387673183
FXN,114.5982675,0.257971265,0.228885122,1.127077473,0.259709727,0.690523447
FXR1,225.1005342,-0.131899033,0.201716619,-0.653882829,0.513187297,0.853206361
FXR2,230.99497,9.71515835647622e-05,0.153287606,0.000633786,0.999494312,0.999806174
FXYD1,1.865191607,-0.085443962,0.984181162,-0.086817311,0.930816728,NA
FXYD5,13496.65587,-0.119089269,0.160409988,-0.742405573,0.457841644,0.818406604
FXYD6,1751.875618,0.287501399,0.321284881,0.894848827,0.370867905,0.77253628
FXYD7,6.23975968,-1.26139909,0.848030073,-1.487446177,0.136897009,NA
FYB1,9431.450541,-0.345631729,0.119908676,-2.882458043,0.003945857,0.203671653
FYCO1,162.2189117,-0.171067639,0.165105577,-1.036110601,0.300150547,0.727916662
FYN,435.5053262,-0.161209534,0.192992095,-0.835316774,0.403539375,0.790798115
FYTTD1,202.2277337,0.346021552,0.209749801,1.649687154,0.099006939,0.532129556
FZD1,7.29660636,-0.234655781,0.395421622,-0.59343184,0.552892186,NA
FZD10,3.447430509,-4.717949087,2.933387678,-1.608361937,0.107755933,NA
FZD2,0.629067738,-0.403743622,2.053695383,-0.196593723,0.844145483,NA
FZD3,0.95704953,1.053974687,1.744934514,0.604019623,0.545830596,NA
FZD4,403.2449874,-0.461736649,0.190032251,-2.429780457,0.015107971,0.311101545
FZD5,9.952180703,1.94574479,1.089178854,1.786432763,0.074029215,NA
FZD6,50.49606787,-0.248963623,0.464772361,-0.535667875,0.592188109,NA
FZR1,429.1832514,-0.133706453,0.157898017,-0.846789942,0.397112215,0.786436423
G0S2,1570.82099,-0.227874806,0.244119243,-0.93345696,0.350584083,0.760718526
G2E3,29.07125029,-0.487115353,0.465676179,-1.046038803,0.295543118,NA
G3BP1,2448.21232,0.259645144,0.173330263,1.497979285,0.134138633,0.568395971
G3BP2,367.3261595,0.316757726,0.194493601,1.628628006,0.103391792,0.538313553
G6PC1,1.810687102,1.47957866,1.126613032,1.313298016,0.189082547,NA
G6PC3,945.6095957,0.090594648,0.200555738,0.451718055,0.65147211,0.901932406
G6PD,1652.298956,-0.108099722,0.143698865,-0.752265663,0.451891313,0.816939041
GAA,342.763715,-0.039581568,0.135933883,-0.2911825,0.770911746,0.941493983
GAB1,10.46410061,0.363098191,0.504149516,0.720219259,0.471390008,NA
GAB2,1235.036748,-0.048936968,0.274309007,-0.178400881,0.858408158,0.962743901
GAB3,68.44853666,-0.162269658,0.16272986,-0.997171986,0.318681036,0.740735546
GABARAPL1,1302.637777,-0.047536331,0.137870792,-0.344788986,0.730253014,0.927129148
GABARAPL2,7513.392182,0.176508308,0.177064317,0.996859849,0.318832543,0.740899945
GABBR1,81.03312639,-0.451457981,0.41572155,-1.085962422,0.277495618,0.706869467
GABPA,144.3313696,0.619912947,0.253751638,2.442990919,0.014566104,0.310833403
GABPB1,77.038218,0.099726201,0.283944908,0.351216725,0.725425763,0.925764188
GABPB2,85.5099645,0.068248461,0.187491674,0.364007957,0.715852067,0.922550957
GABRE,1.878122094,-0.553550852,1.721212115,-0.32160525,0.747751766,NA
GABRR2,1.8711263,0.646708658,1.609054117,0.401918526,0.687743988,NA
GAD1,0.912888852,-1.290344292,1.391775144,-0.927121236,0.353863591,NA
GADD45A,1506.642378,0.298839228,0.243135605,1.229105166,0.219032378,0.658677041
GADD45B,1844.693345,-0.103627951,0.230424193,-0.44972687,0.652907394,0.902528147
GADD45GIP1,1467.766096,-0.007940829,0.354312795,-0.022411916,0.982119375,0.996228291
GAL,18.90217307,-0.333292899,0.479531342,-0.695038821,0.487030973,NA
GAL3ST3,87.92734686,0.054747357,0.483818922,0.113156708,0.909906317,0.975936577
GAL3ST4,5.739769313,0.206716486,0.640766669,0.32260805,0.746992097,NA
GALC,113.0522566,0.314436422,0.289536905,1.085997731,0.277479996,0.706869467
GALE,934.5931349,-0.164075243,0.133128753,-1.232455341,0.217779039,0.657805324
GALK1,5478.85098,-0.044773249,0.191529118,-0.233767322,0.81516562,0.953828193
GALK2,651.6167887,0.30231243,0.143750616,2.103033977,0.0354628,0.399996728
GALM,547.5710852,-0.145799862,0.248038203,-0.587812121,0.556658407,0.875080415
GALNS,1732.159363,-0.064356722,0.167206028,-0.384894746,0.700315399,0.918033816
GALNT1,363.9323837,-0.028295307,0.207819418,-0.136153334,0.891700065,0.970554859
GALNT10,112.7059046,-0.388786721,0.196046977,-1.983130405,0.047352865,0.433886593
GALNT11,130.7924099,0.277840543,0.173268662,1.60352449,0.108818907,0.540250302
GALNT12,95.7424898,-0.191236673,0.190183908,-1.005535514,0.314639058,0.736755026
GALNT14,23.63174238,-0.565799384,0.357090363,-1.584471167,0.113086538,NA
GALNT15,3.059783404,-0.562878677,1.007502888,-0.558686912,0.576375413,NA
GALNT16,54.55430712,0.146940074,0.452595417,0.324660986,0.745437665,NA
GALNT17,113.680023,-0.116186003,0.260587356,-0.445862012,0.655696924,0.903506072
GALNT2,107.1421536,-0.016748023,0.174805179,-0.095809649,0.923671754,0.979351185
GALNT3,36.68451726,0.164835199,0.353923917,0.465736254,0.641404299,NA
GALNT4,24.7484166,0.304577538,0.328421334,0.92739876,0.353719534,NA
GALNT5,17.79311142,-0.145418832,0.638838856,-0.227629911,0.819933965,NA
GALNT6,140.1527473,-0.126263847,0.227929249,-0.553960702,0.579605741,0.88044216
GALNT7,74.78567507,-0.174429437,0.171411282,-1.017607682,0.308864435,0.733561485
GALNTL5,0.544341362,-0.307688278,1.531215952,-0.200943752,0.840742557,NA
GALNTL6,5.723064475,0.152911124,0.675099815,0.226501505,0.820811389,NA
GALR2,1.842743672,1.179979452,1.171345815,1.007370698,0.313756667,NA
GALT,356.8206484,0.012055651,0.127294741,0.094706594,0.924547881,0.979548707
GAMT,280.0554925,0.088839042,0.251200339,0.353658128,0.723595106,0.925241002
GAN,55.40180929,0.660354204,0.324753863,2.033399072,0.042012221,NA
GANAB,1001.504372,-0.19422048,0.153832745,-1.26254316,0.206753406,0.650466105
GANC,365.9787574,0.350786584,0.11837371,2.963382516,0.003042782,0.194469489
GAP43,202.7912682,0.458643319,0.380556038,1.205192595,0.22812896,0.666599944
GAPDH,109627.3091,-0.232714982,0.179995573,-1.292892808,0.196048135,0.640720773
GAPT,3675.109513,0.202102377,0.310182325,0.651559938,0.514685099,0.853206361
GAPVD1,232.1320062,-0.019511016,0.141442855,-0.137942746,0.890285667,0.970554859
GAR1,329.2182042,0.014633031,0.160798313,0.091002392,0.92749069,0.980401592
GAREM1,8.196611568,-1.663941979,0.651863258,-2.552593596,0.010692418,NA
GAREM2,1.649194624,1.415270639,1.325569062,1.067670241,0.285669287,NA
GARNL3,2.723103714,-0.50459578,0.855811212,-0.589611089,0.555451416,NA
GARRE1,1065.083938,-0.328626418,0.264438435,-1.242733184,0.213966171,0.655855389
GARS1,484.9836503,0.047105648,0.11328261,0.415824178,0.677538665,0.911252566
GART,75.02891641,0.165910253,0.215385926,0.770292917,0.441126157,0.811103724
GAS2L1,630.5878641,-0.061168349,0.250896651,-0.243798985,0.807386507,0.951954779
GAS2L3,50.64827156,-0.651675393,0.429032385,-1.518942195,0.128777047,NA
GAS6,15.21348541,-0.83526187,0.504149758,-1.656773323,0.097565312,NA
GAS7,363.4727542,-0.219405987,0.248217434,-0.883926578,0.376735849,0.77516548
GAS8,78.83056286,-0.12630359,0.238958467,-0.528558756,0.597111578,0.884416952
GASK1A,0.749122972,0.892923387,1.596338124,0.559357302,0.575917895,NA
GASK1B,3.26903866,-1.441079393,1.778115272,-0.810453302,NA,NA
GATA1,1597.17242,-0.058173936,0.25272798,-0.230183996,0.817948798,0.953828193
GATA2,162.5724071,-0.049050056,0.300179087,-0.163402643,0.870201422,0.965861057
GATA3,1103.506017,0.26535942,0.286638201,0.925764321,0.354568473,0.763566831
GATA6,2.10516551,-0.991138847,1.023869423,-0.968032471,0.333028153,NA
GATAD1,26.79274793,0.107967181,0.260609908,0.414286556,0.678664258,NA
GATAD2A,250.6410986,-0.143726365,0.164312819,-0.874711818,0.381730728,0.777227774
GATAD2B,766.49103,-0.357309681,0.145788119,-2.450883405,0.014250611,0.310833403
GATB,75.22221789,-0.119554647,0.175844566,-0.679888208,0.496575248,0.846018887
GATC,224.7379873,0.17210145,0.164725325,1.04477833,0.296125433,0.7233189
GATD1,641.9201812,0.065540653,0.251620313,0.260474414,0.794497849,0.948504189
GATD3A,1703.313766,-0.220665372,0.127795979,-1.726700431,0.084221478,0.502879898
GATM,32.17026931,0.691987235,0.462505509,1.496170794,0.134609153,NA
GBA,1298.882362,-0.045724218,0.11454737,-0.399173004,0.689765734,0.915361544
GBA2,314.7469626,-0.291383704,0.183565834,-1.587352603,0.112432808,0.547421368
GBE1,181.190697,0.364436908,0.264321039,1.378766178,0.167966858,0.607728607
GBF1,3093.848743,-0.372362178,0.250142765,-1.488598629,0.136593093,0.570972163
GBGT1,102.1755019,-0.356934468,0.231712458,-1.540419839,0.123458049,0.560531061
GBX1,5.366531318,1.282418559,0.759032279,1.689544167,0.091115195,NA
GCA,394.7088162,0.311252793,0.234258888,1.328670156,0.183956815,0.626662082
GCAT,20.56341196,0.203478041,0.404334287,0.503242112,0.61479406,NA
GCC1,80.68273804,-0.623304443,0.214627583,-2.90412087,0.003682859,0.20017189
GCC2,137.9017278,-0.100461086,0.220359467,-0.45589639,0.648464485,0.901395613
GCDH,518.3844536,-0.130162197,0.133917387,-0.971958908,0.331070992,0.749033827
GCFC2,14.43538663,0.179019317,0.397523195,0.450336782,0.652467621,NA
GCGR,50.47072896,0.373201606,0.337067835,1.107200294,0.26820734,NA
GCHFR,1292.477533,0.275694736,0.180494231,1.527443475,0.126650773,0.564797599
GCK,0.616156555,-0.656629165,2.354608685,-0.278869763,0.780344774,NA
GCKR,2.82776225,-0.639743566,0.631923958,-1.012374286,0.311359128,NA
GCLC,31.10775244,0.248482948,0.368469976,0.674364165,0.500079819,NA
GCLM,75.176633,0.185916232,0.265932147,0.699111538,0.484482329,0.839311427
GCM1,39.33623695,0.443871723,0.910199944,0.487663976,0.625787872,NA
GCN1,388.804662,-0.097361622,0.164561891,-0.591641363,0.554090769,0.873018803
GCNA,9.238419035,-0.261325899,0.389380734,-0.671132072,0.502136397,NA
GCNT1,92.51940471,0.375490911,0.326201657,1.151100563,0.249690867,0.687171111
GCNT3,0.909382707,-0.28307685,1.191282311,-0.237623649,0.812173006,NA
GCNT4,94.82274026,-0.464161841,0.384141836,-1.208308489,0.226928624,0.666386219
GCSAM,9.533122899,-0.304678172,0.432501531,-0.704455707,0.481149024,NA
GCSAML,16.56234725,0.083786769,0.335333886,0.249860729,0.802695054,NA
GCSH,124.8905193,0.144287823,0.270329969,0.533747046,0.593516555,0.884263306
GDA,620.4037037,0.117891973,0.256557682,0.459514494,0.645864746,0.900788487
GDAP1L1,241.3593879,0.096737617,0.231405334,0.418044025,0.675914929,0.910910823
GDAP2,851.5799635,0.141893499,0.169354569,0.837848665,0.402115703,0.790231019
GDE1,573.8235153,0.095907771,0.240634126,0.398562632,0.690215501,0.915363877
GDF1,568.0348811,0.096572188,0.58383921,0.165408876,0.868622168,0.964761749
GDF11,92.34544087,-0.015368239,0.245802607,-0.062522684,0.950146598,0.987696822
GDF15,3.580070033,-0.160695568,0.873273722,-0.184015119,0.854001594,NA
GDF9,226.4674535,0.119568691,0.255454825,0.468061978,0.639740268,0.898437872
GDI1,5768.004685,-0.077841363,0.1362848,-0.571166869,0.567886534,0.877593184
GDI2,1854.173497,0.111886682,0.12806327,0.873682845,0.382290996,0.777811227
GDPD1,83.28921633,0.244959822,0.344190268,0.711698861,0.476651273,0.832732472
GDPD2,23.61455397,0.241207502,0.437706872,0.551070859,0.581585101,NA
GDPD3,32.77563449,0.530360808,0.289529075,1.831805001,0.066980478,NA
GDPD5,74.46202055,-0.271578766,0.34217156,-0.793691814,0.427374867,0.803873626
GDPGP1,54.9976869,0.586762483,0.219814502,2.669352919,0.007599755,NA
GEM,7.778372731,0.934335894,0.677510199,1.37907281,0.167872306,NA
GEMIN2,198.8206991,0.337352844,0.227541168,1.482601355,0.138180357,0.57268909
GEMIN4,70.46186989,-0.189476351,0.197544868,-0.959156031,0.337480147,0.751818745
GEMIN5,54.78005149,-0.216395562,0.251232985,-0.861334198,0.389054006,NA
GEMIN6,119.3713839,0.087307793,0.176395724,0.494954134,0.620632497,0.894629638
GEMIN7,147.4630487,0.053857841,0.153722073,0.350358541,0.726069636,0.925764188
GEMIN8,612.2892319,0.080167268,0.123929889,0.646875974,0.517712216,0.853885353
GEN1,8.942727037,1.18274528,0.435623018,2.715066081,0.006626255,NA
GET1,206.6591015,0.485138267,0.21070352,2.302468732,0.021308753,0.346531703
GET3,1321.223327,0.035213309,0.155401438,0.226595776,0.820738078,0.954578956
GET4,312.7998669,-0.065283465,0.347091803,-0.188087026,0.850808431,0.961509972
GFER,417.250606,-0.112502376,0.11520037,-0.976579985,0.328777132,0.747356193
GFI1,13.68226845,0.027889737,0.345406481,0.080744683,0.935645001,NA
GFI1B,2988.59986,-0.163137435,0.179065304,-0.911049944,0.362269059,0.766866208
GFM1,19.05585445,0.178530714,0.385878495,0.46266044,0.643607778,NA
GFM2,95.26742603,0.488648404,0.254251189,1.921911969,0.054616835,0.453344448
GFOD1,169.4926794,-0.111295094,0.413977562,-0.2688433,0.788050271,0.947323864
GFOD2,668.5795632,0.403443363,0.285567106,1.412779533,0.157720558,0.596295531
GFPT1,84.1931332,-0.107263037,0.294102917,-0.364712593,0.715325957,0.922391351
GFPT2,0.737201279,0.1447983,1.282224979,0.112927374,0.910088133,NA
GFRA2,8.503252532,0.494461792,0.546571913,0.904660084,0.365645494,NA
GFRA3,181.296277,-0.773258734,0.326737138,-2.366608025,0.017951934,0.325465829
GFRA4,5.136021704,0.525395671,0.672763534,0.78095147,0.434831038,NA
GFUS,1237.754013,0.10487631,0.155280946,0.675397164,0.499423467,0.847840427
GGA1,360.7318355,-0.231952751,0.166205917,-1.395574566,0.162842646,0.602987843
GGA2,150.5235843,-0.241933279,0.231193422,-1.046453988,0.295351478,0.72238521
GGA3,733.5196923,-0.036003206,0.120530287,-0.298706717,0.765163832,0.940542818
GGACT,272.2066471,-0.136799302,0.244529898,-0.559437938,0.575862876,0.878602576
GGCT,129.4254785,0.000900989,0.177183266,0.005085067,0.995942721,0.999673208
GGCX,154.1093446,-0.254730404,0.219483603,-1.160589681,0.245808804,0.683406593
GGH,2183.35559,0.607443881,0.359866224,1.687971361,0.091416727,0.520795703
GGN,0.818682964,2.031039896,2.350669021,0.864026316,0.387573434,NA
GGNBP2,1184.438438,-0.072923901,0.126100607,-0.578299366,0.563062023,0.875788038
GGPS1,117.2830789,0.13058993,0.326984626,0.399376361,0.689615909,0.915361544
GGT1,665.2409214,-0.145298203,0.230260885,-0.631015569,0.528030344,0.861300786
GGT5,101.5826367,-0.484409738,0.527989,-0.917461799,0.358900702,0.765254073
GGT7,93.41498644,-0.182253485,0.278566578,-0.654254673,0.512947743,0.853206361
GGTA1,1117.658089,0.364345065,0.185885024,1.960056044,0.04998924,0.441934006
GHDC,251.537785,-0.01140829,0.174948116,-0.065209562,0.948007148,0.987184911
GHITM,3926.574617,0.429226943,0.234753487,1.828415627,0.067487198,0.472874391
GHRHR,7.014135506,-0.090975176,1.099995048,-0.082705078,0.934086047,NA
GHRL,43.04523556,0.14541429,0.261465905,0.556150104,0.578108246,NA
GID4,19.84064783,-0.188565062,0.301003955,-0.626453767,0.531017352,NA
GID8,693.0524504,0.098828207,0.135781907,0.727845182,0.466708363,0.825583241
GIGYF2,341.6896483,-0.12477635,0.191540543,-0.651435712,0.514765264,0.853206361
GIMAP1,1030.802916,-0.05198416,0.240929654,-0.215764887,0.829171019,0.956984597
GIMAP2,66.79173864,0.176666509,0.312656556,0.56504975,0.572039926,0.878171888
GIMAP4,23528.06756,0.054406214,0.227054242,0.239617696,0.810626645,0.951954779
GIMAP6,5662.727699,-0.087393657,0.16439983,-0.531592135,0.595008513,0.884263306
GIMAP8,327.6576855,-0.401665412,0.225657039,-1.779981754,0.075078947,0.485096963
GIMD1,1.306868943,0.668565755,1.061464886,0.629851975,0.528791436,NA
GIN1,19.74864353,-0.170733223,0.376157889,-0.453887126,0.64991007,NA
GINM1,910.759392,0.055027499,0.175527804,0.313497333,0.753902847,0.936456786
GINS1,51.99269387,0.142434689,0.352500439,0.404069537,0.686161585,NA
GINS2,57.08029212,-0.125198684,0.213222101,-0.587174987,0.55708619,NA
GINS3,975.1575236,-0.150466397,0.240234447,-0.626331482,0.531097541,0.863233501
GINS4,29.38612888,0.276996068,0.252072803,1.098873279,0.271823343,NA
GIPC1,32.24919088,-0.015976938,0.305467692,-0.0523032,0.958287104,NA
GIPR,12.45718189,-0.168617609,1.024432404,-0.16459613,0.869261878,NA
GIT1,274.6380889,-0.33176723,0.173858508,-1.908259963,0.056357625,0.45553454
GIT2,3257.101264,0.083817102,0.116786988,0.717692123,0.472947141,0.830691532
GJA10,42.14165998,0.336574458,0.343423424,0.980056787,0.327058088,NA
GJA3,14.63871377,-0.043246999,0.557970895,-0.077507626,0.938219725,NA
GJA4,17.1961622,0.045607998,0.429865302,0.106098346,0.915504324,NA
GJA9,21.36731855,0.140097814,0.394458881,0.355164558,0.722466314,NA
GJB1,0.413782762,-2.073923637,2.924414917,-0.709175577,0.478215527,NA
GJB3,2.73267089,0.317988285,0.703411484,0.452065813,0.651221571,NA
GJC3,47.52931942,-0.139321882,0.282859064,-0.492548764,0.622331458,NA
GJD3,1.035099813,-1.232098002,1.168977563,-1.053996279,0.291884621,NA
GK,1993.495329,0.313958068,0.351334913,0.893614772,0.37152804,0.77253628
GK5,373.614153,-0.304794325,0.269067555,-1.132779929,0.257306682,0.690523447
GKAP1,2.271414769,-0.729903208,0.724180078,-1.007902909,0.313501075,NA
GKN2,0.649432353,0.304168565,1.597971701,0.190346653,0.849037498,NA
GLA,545.4811805,0.292678483,0.180216535,1.624037897,0.104367721,0.539629924
GLB1,439.292165,0.434315028,0.196391299,2.211477957,0.027002757,0.369655648
GLB1L,49.37553865,0.105162949,0.200962161,0.523297263,0.600767405,NA
GLB1L2,13.65721798,0.145269652,0.486170021,0.298804217,0.765089433,NA
GLCCI1,11.65436943,-0.048397126,0.392949937,-0.123163594,0.901977554,NA
GLCE,30.62534866,0.334142799,0.267278439,1.250167431,0.211238392,NA
GLE1,130.4662556,0.078995597,0.143300717,0.551257519,0.581457155,0.881122157
GLG1,1353.911678,-0.212036119,0.113857042,-1.862301311,0.062560631,0.465373971
GLI1,1.409430736,-3.546356927,1.829040086,-1.938917006,0.052511445,NA
GLIPR1,8542.330288,0.098140722,0.210123455,0.467062195,0.640455381,0.89846979
GLIPR1L1,0.643859181,-1.277099842,2.028696827,-0.629517346,0.529010416,NA
GLIPR1L2,5.252459813,-1.027951393,0.611113414,-1.682095939,0.092550238,NA
GLIPR2,8405.532402,0.003459033,0.227730995,0.015189119,0.987881302,0.997001625
GLIS2,9.211084952,0.966988821,0.407728977,2.371646055,0.017709046,NA
GLIS3,1.673120406,-2.740536743,1.205551422,-2.273264079,0.023010271,NA
GLMN,29.48135934,-0.064826621,0.268670729,-0.241286506,0.809333069,NA
GLO1,2464.310348,0.120405216,0.196149868,0.61384296,0.539319106,0.86799944
GLOD4,386.29682,0.287117454,0.182959521,1.569294956,0.116579227,0.553163306
GLOD5,10.37554608,1.403648063,0.959069205,1.463552428,0.143316279,NA
GLRA1,45.41672143,0.261285548,0.38872227,0.67216511,0.50147859,NA
GLRX,633.2812057,0.793620771,0.337672884,2.350265029,0.018760048,0.329468867
GLRX2,85.92291436,0.120826502,0.223611872,0.540340284,0.588962382,0.882992213
GLRX3,1004.651075,-0.107826553,0.137901758,-0.781908471,0.434268366,0.806545768
GLRX5,134.2310506,0.136268698,0.221766078,0.614470432,0.538904506,0.867764278
