gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
STAT2,1061.645869,-0.386428171,0.189739878,-2.036620747,0.041688062,0.41743111
STAT3,6632.042206,-0.069113393,0.168713778,-0.40964878,0.682063608,0.912056454
STAT4,549.5237673,-0.159123227,0.229962201,-0.691953833,0.488966322,0.840751011
STAT5A,638.4413482,-0.313997914,0.162515486,-1.932110729,0.05334584,0.448493289
STAT6,2392.894744,-0.39557048,0.177633871,-2.226886559,0.025954856,0.367289084
STAU1,607.3707761,-0.195185202,0.180819928,-1.079445193,0.280389314,0.708579271
STAU2,101.7758375,0.41638631,0.21486537,1.93789399,0.052636157,0.448493289
STBD1,10.58200432,0.581402755,0.529253106,1.098534421,0.271971196,NA
STC1,3.56326753,0.947129231,0.880411425,1.075780259,0.282025543,NA
STEAP3,651.4433267,-0.151610904,0.193770818,-0.782423824,0.433965537,0.806545768
STEAP4,6511.507348,0.442682579,0.290790017,1.522344484,0.127922787,0.564797599
STEEP1,60.34412231,0.207324146,0.232876851,0.890273741,0.373318917,0.77253628
STIL,5.486499772,-0.72080169,0.567081557,-1.271072355,0.203702909,NA
STIM1,1908.276546,-0.331965407,0.169885628,-1.954052321,0.05069503,0.441991268
STIM2,41.74762508,0.169236138,0.219618634,0.770590976,0.440949412,NA
STING1,1353.07289,-0.175461923,0.153128803,-1.145845329,0.251859156,0.687876759
STIP1,1893.80091,0.867383191,0.359926597,2.409889121,0.015957369,0.312472501
STK10,3781.02876,0.165139248,0.170266276,0.969888177,0.332102234,0.749733562
STK11,770.8796326,-0.353561129,0.159754031,-2.213159365,0.02688666,0.369216073
STK16,845.5147402,-0.074005322,0.137680508,-0.537514883,0.590912008,0.883028493
STK17A,696.9352831,0.271394661,0.154178025,1.76026811,0.078362358,0.490809482
STK17B,993.4619022,0.186428469,0.242522763,0.768705038,0.442068434,0.811195757
STK19,216.1464222,-0.312868324,0.241979771,-1.292952392,0.196027526,0.640720773
STK24,1028.864368,-0.115269014,0.145030367,-0.794792263,0.426734352,0.803367709
STK25,551.2456086,-0.255314262,0.145080913,-1.759805996,0.078440706,0.490809482
STK26,120.8853372,-0.185097272,0.223891183,-0.826728723,0.408390837,0.793192369
STK3,71.29521237,0.766617523,0.43989926,1.742711554,0.081384012,0.497636108
STK32C,6.778693944,0.014880051,0.532354071,0.027951418,0.977700899,NA
STK33,2.172352585,1.745205966,1.066415097,1.636516561,0.101731523,NA
STK35,393.809802,0.013881254,0.129661594,0.107057564,0.914743313,0.976618833
STK36,33.47959247,-0.018139384,0.301607245,-0.060142401,0.95204222,NA
STK38,2480.270286,-0.294808507,0.12215393,-2.413418112,0.015803679,0.312472501
STK38L,109.146994,0.238935977,0.306870214,0.778622251,0.436202268,0.807436367
STK39,13.70670671,-0.311784803,0.352028252,-0.885681195,0.375789345,NA
STK4,2613.960202,-0.249336367,0.115035384,-2.167475425,0.030198622,0.383631242
STK40,1994.4656,-0.287698211,0.18098106,-1.589659219,0.111911641,0.54623719
STKLD1,12.35151705,0.220373615,0.333878414,0.660041516,0.509227188,NA
STMN1,8422.838336,-0.029076311,0.227994645,-0.127530677,0.898520395,0.973413737
STMN2,17.95174701,-0.152587936,0.388126119,-0.393140087,0.694216018,NA
STMN3,17.45288776,0.05398758,0.533746,0.101148449,0.919432619,NA
STMP1,1201.025806,0.337211968,0.153302628,2.199648976,0.027831809,0.374158406
STN1,65.79629245,0.100812313,0.21010484,0.47981909,0.631356038,0.896824776
STOM,426.740199,0.073168331,0.161454904,0.453181224,0.650418251,0.901395613
STOML1,445.3520032,-0.329511973,0.139237904,-2.366539316,0.017955267,0.325465829
STOML2,1347.676947,0.088090849,0.128560719,0.685208128,0.493212596,0.843637528
STOML3,0.905708114,-1.937001896,1.14713564,-1.688555241,0.091304694,NA
STON1,15.11335315,0.181634874,0.370236887,0.490590972,0.623715773,NA
STON2,245.5723624,-0.143851992,0.280195035,-0.513399504,0.607671892,0.889493552
STOX2,0.964736715,-2.286488583,2.290767605,-0.998132058,0.318215327,NA
STPG1,23.18570297,0.043192329,0.268962559,0.16058863,0.872417411,NA
STPG3,16.53950227,-0.634948478,0.329579059,-1.926543754,0.054036514,NA
STPG4,2.916848683,0.362157059,0.956056485,0.378802994,0.704834164,NA
STRA6,7.604554348,0.453781684,0.657795155,0.689852579,0.490286899,NA
STRA8,233.5995246,-0.189198692,0.19135659,-0.988723154,0.322798611,0.743161973
STRADA,3114.427203,0.314935595,0.176748608,1.781827869,0.074777306,0.485096963
STRADB,921.0339462,0.971053317,0.454090922,2.138455693,0.032479777,0.39182778
STRC,2.139011305,-0.481672013,1.335629628,-0.36063292,0.718373877,NA
STRIP1,1124.423087,-0.045109529,0.143994194,-0.313273247,0.754073074,0.936541399
STRIP2,89.00151002,-0.077003715,0.187526761,-0.410627873,0.681345422,0.912056454
STRN,218.7339791,-0.275721758,0.18674124,-1.476490989,0.139812133,0.575442276
STRN3,584.9881644,0.090237207,0.167099479,0.540020879,0.589182633,0.882998437
STRN4,551.8072175,-0.178924274,0.140297867,-1.275317133,0.202197016,0.648360907
STS,9.880965509,-0.014580493,0.419877486,-0.034725588,0.972298557,NA
STT3A,843.8650564,0.348578467,0.154284268,2.259326051,0.023863111,0.357666689
STT3B,93.93707606,0.155491707,0.303831276,0.511769918,0.608812046,0.889583185
STUB1,3372.893546,-0.196213653,0.119538376,-1.641428132,0.100708574,0.533802861
STX10,275.7342642,-0.083755518,0.191184433,-0.438087543,0.661322824,0.905351935
STX11,2364.270505,0.283839166,0.212068397,1.338432172,0.180755597,0.621165357
STX12,208.1804501,0.185765197,0.27985783,0.663784167,0.506828461,0.850462978
STX16,1034.043127,-0.175046586,0.183251876,-0.955223977,0.339464443,0.753211906
STX17,211.1324281,-0.154596895,0.176882518,-0.874008899,0.382113408,0.777622404
STX18,790.1312919,-0.006196555,0.169883901,-0.036475235,0.970903425,0.994320705
STX19,1.167565431,0.060510196,1.106741441,0.054674193,0.956398029,NA
STX1A,3.659181705,-0.012476063,0.889516789,-0.014025664,0.988809506,NA
STX1B,1.679414751,0.218990195,1.838829984,0.119092139,0.905202359,NA
STX2,96.92409037,-0.031879528,0.191222893,-0.166713974,0.86759511,0.964492563
STX3,66.34477695,0.028679526,0.260520323,0.110085561,0.912341519,0.976424889
STX4,629.1385042,-0.045871127,0.15344207,-0.298947525,0.764980085,0.940542818
STX5,1221.865356,-0.135342017,0.131522661,-1.029039525,0.303461102,0.730380957
STX6,234.128564,0.120412186,0.209997867,0.573397187,0.566375795,0.877329993
STX7,758.8193724,0.421268302,0.256404264,1.642984773,0.100386084,0.533802861
STX8,1172.562856,-0.235678384,0.154035732,-1.530024112,0.126010761,0.564065738
STXBP1,490.8596066,-0.174123014,0.260947111,-0.667273202,0.504597641,0.849080262
STXBP2,7783.046416,-0.155553372,0.111945496,-1.389545602,0.164666904,0.605501857
STXBP3,69.52756673,0.394167574,0.24972436,1.578410588,0.114471314,0.550651645
STXBP4,42.41512793,1.019842508,0.403489231,2.527558185,0.011485879,NA
STXBP5,386.6313842,-0.039668963,0.25179564,-0.157544279,0.874815914,0.9667308
STXBP6,8.1485683,0.97923959,0.484124793,2.022700766,0.043104008,NA
STYK1,18.2521261,0.937732975,0.399278357,2.348569507,0.018845681,NA
STYX,110.2477851,0.264690263,0.168337335,1.572380029,0.115862443,0.552627773
SUB1,247.0111569,0.138630802,0.273042877,0.507725392,0.611645939,0.890570766
SUCLA2,196.6000384,0.542421505,0.32006688,1.694713009,0.090129877,0.519935323
SUCLG1,3282.9002,0.162232535,0.243584399,0.666021863,0.505397126,0.849148642
SUCLG2,231.1131492,0.241864089,0.202300012,1.195571302,0.231863896,0.670446297
SUCNR1,9.309486603,-0.002161481,0.545965269,-0.003959008,0.996841177,NA
SUCO,524.6481985,0.123812117,0.200724015,0.616827624,0.537348429,0.86673582
SUDS3,320.5059986,-0.227720623,0.113932085,-1.998740059,0.045636486,0.42982226
SUFU,172.6569963,0.273686795,0.209344998,1.307348147,0.191094499,0.63461421
SUGCT,54.83067181,0.280432889,0.403435191,0.695112611,0.486984732,NA
SUGP1,498.0911509,0.034865539,0.14785118,0.235815089,0.813576159,0.953409522
SUGP2,153.802424,-0.211552156,0.247563244,-0.854537823,0.392807062,0.784246053
SUGT1,390.7635582,0.043523963,0.175035148,0.24865842,0.803625014,0.951954779
SULF1,1.527052993,0.052928024,1.304724536,0.040566436,0.967641542,NA
SULF2,193.1469864,-0.219672924,0.222830539,-0.985829522,0.324216776,0.743367017
SULT2B1,6.840889101,0.105630816,0.502060375,0.210394649,0.833359668,NA
SUMF1,315.1500354,-0.121649801,0.159391619,-0.763213283,0.445336208,0.813992277
SUMF2,184.3625225,0.284963157,0.195056382,1.460927117,0.144035444,0.581636653
SUMO1,1991.37498,0.230830984,0.201592148,1.145039559,0.252192771,0.687876759
SUMO2,3390.83458,0.160462012,0.11294052,1.420765648,0.155384901,0.592574372
SUMO3,789.9536703,-0.068961278,0.181674894,-0.379586173,0.704252626,0.918876976
SUN1,108.0805366,-0.074119079,0.197367538,-0.375538346,0.707260134,0.91991318
SUN2,1429.430197,-0.233908505,0.153371088,-1.525114729,0.127230484,0.564797599
SUOX,105.043293,0.436788717,0.329934836,1.323863592,0.185548352,0.627538373
SUPT16H,210.9541746,-0.171413927,0.137321857,-1.248263975,0.211934402,0.654499104
SUPT20H,403.4111855,-0.057713856,0.148210577,-0.389404437,0.69697699,0.917893276
SUPT3H,236.0780102,0.161218626,0.14059626,1.146677911,0.251514763,0.687393745
SUPT4H1,3019.450123,-0.131530639,0.173873262,-0.756474213,0.449364928,0.815926655
SUPT5H,891.356677,-0.180304724,0.125689134,-1.434529138,0.15142132,0.590562363
SUPT6H,705.7804058,-0.433738505,0.184593788,-2.349691774,0.018788963,0.329468867
SUPT7L,147.979958,-0.293147665,0.19640172,-1.492592151,0.135543979,0.569501997
SUPV3L1,21.91600771,0.533801821,0.322082865,1.657343125,0.097450123,NA
SURF2,533.2136188,-0.059128452,0.125518522,-0.471073519,0.637588235,0.897966374
SURF4,11660.96995,-0.030868805,0.201938856,-0.152862135,0.878506997,0.968359165
SURF6,59.17892625,0.126076938,0.258573836,0.487585828,0.625843236,NA
SUSD1,215.4689904,-0.117188868,0.127464775,-0.919382376,0.357895604,0.764110448
SUSD3,1333.668411,0.111211666,0.111293939,0.999260761,0.317668389,0.739881783
SUSD6,337.1461878,-0.074488403,0.220160922,-0.338336168,0.735109871,0.929042657
SUV39H1,142.5631603,-0.033759389,0.24763162,-0.136329074,0.891561141,0.970554859
SUV39H2,24.4553575,0.281314413,0.319442854,0.88064081,0.378512263,NA
SUZ12,45.16271189,-0.228388775,0.267847781,-0.852681229,0.393836103,NA
SV2A,11.02121263,-0.495802118,0.440104014,-1.126556682,0.259929963,NA
SVEP1,1.207975676,0.201114902,1.228496455,0.163708166,0.869960889,NA
SVIL,1095.066757,-0.146667419,0.175225225,-0.837022289,0.40258004,0.790231019
SVOPL,3.918558646,0.865698575,1.035091884,0.836349496,0.402958316,NA
SWAP70,339.3033719,0.436766068,0.206137987,2.118804374,0.034107003,0.395910072
SWI5,641.9036601,-0.214392013,0.150448386,-1.42502036,0.154151316,0.592275307
SWSAP1,548.8228544,-0.159143403,0.159104381,-1.000245264,0.317191829,0.739747025
SWT1,166.332611,-0.376003893,0.241509232,-1.556892422,0.119496029,0.557321029
SYAP1,619.0938913,-0.081744498,0.143122954,-0.571148763,0.567898806,0.877593184
SYBU,1.694859813,0.323875311,1.087362064,0.297854157,0.765814478,NA
SYCE1,16.81647431,0.406697778,0.5041463,0.806705867,0.419835963,NA
SYCE1L,5.995788879,0.142732092,0.72826824,0.195988352,0.844619283,NA
SYCE2,16.95454801,1.286688904,0.465421445,2.764567292,0.005699835,NA
SYCP2,73.04430881,0.275086076,0.29846883,0.921657635,0.356707185,0.763577172
SYCP2L,0.881954864,-1.032034774,1.418488185,-0.727559655,0.466883185,NA
SYCP3,8.402193449,1.481210368,0.520401751,2.846282442,0.004423294,NA
SYDE1,3.01583483,-1.456945796,0.750596512,-1.94105058,0.052252143,NA
SYDE2,2.378096212,0.852745591,1.757491403,0.485206124,0.627530139,NA
SYF2,2178.222994,0.003832358,0.143159334,0.026769881,0.978643276,0.995254445
SYK,9556.649839,-0.136142042,0.179397143,-0.758886342,0.44792055,0.815713682
SYMPK,1338.749553,-0.128325454,0.184632364,-0.695032287,0.487035068,0.840324248
SYN1,15.83492085,0.246023754,0.480907275,0.511582517,0.608943224,NA
SYN2,47.19820721,0.208913983,0.292317885,0.714680811,0.474806298,NA
SYNC,12.15794366,0.998333173,0.693002806,1.440590377,0.149700441,NA
SYNDIG1L,2.482893405,-0.034754193,0.992147676,-0.035029254,0.972056414,NA
SYNE1,586.1421204,-0.305526302,0.222812108,-1.371228454,0.170303751,0.611121284
SYNE2,103.5346642,0.399284302,0.322577052,1.237795124,0.215792037,0.657046086
SYNE3,418.5216085,-0.085496472,0.154954821,-0.551750969,0.581118984,0.881051456
SYNE4,0.67967826,0.046529875,1.61193559,0.02886584,0.97697159,NA
SYNGAP1,4.613479026,0.066387963,0.648654344,0.102347211,0.918481083,NA
SYNGR1,234.4781615,0.059510338,0.221244992,0.268979368,0.787945559,0.947323864
SYNGR2,39985.21427,-0.115947154,0.11458085,-1.011924359,0.311574221,0.735705166
SYNGR3,108.869865,-0.454224976,0.313054865,-1.450943675,0.146795545,0.584378793
SYNGR4,1.03193458,0.502518614,1.302814109,0.385717817,0.699705666,NA
SYNJ1,831.400734,0.090353372,0.226428565,0.399036983,0.689865954,0.915361544
SYNM,1.459860907,-0.035968573,1.094835989,-0.032852933,0.973791867,NA
SYNPO,4.626209779,-1.430552371,1.535743272,-0.931504892,0.351592455,NA
SYNPO2L,40.56050806,0.276863236,0.379885233,0.728807577,0.466119376,NA
SYNPR,0.646200976,1.339706157,1.660437812,0.806839105,0.419759186,NA
SYNRG,265.8175989,-0.319269839,0.110266452,-2.89543948,0.00378628,0.20017189
SYPL1,774.6767896,0.394567318,0.165681144,2.381485967,0.017242948,0.321447798
SYS1,1367.84209,0.004209851,0.283548566,0.014847019,0.988154228,0.997001625
SYT11,43.87321292,-0.08344846,0.374382707,-0.222896138,0.823616342,NA
SYT16,5.891448641,0.096692754,0.819628356,0.11797146,0.906090272,NA
SYT17,38.69808457,0.240419039,0.298261249,0.806068637,0.420203274,NA
SYT3,29.64634201,-0.72952139,0.654163492,-1.115197346,0.264765863,NA
SYT5,39.25089599,-0.127143012,0.304443069,-0.417624918,0.676221375,NA
SYT7,0.582564617,1.407942982,2.798504198,0.503105546,0.614890068,NA
SYTL1,1156.944103,-0.292253218,0.180579974,-1.618414335,0.105573335,0.539629924
SYTL2,59.17635811,0.073154404,0.35861464,0.203991683,0.838359998,NA
SYTL3,142.8774129,0.124551577,0.342152298,0.364023792,0.715840243,0.922550957
SYTL4,51.09089661,-0.085198441,0.260686762,-0.326823045,0.743801728,NA
SYVN1,1256.958208,-0.662226827,0.215603273,-3.071506378,0.002129816,0.173872994
SZRD1,889.3150836,-0.271658618,0.208566226,-1.302505315,0.192743702,0.636373376
SZT2,120.7349426,-0.32093337,0.231613662,-1.38564093,0.165856574,0.605501857
TAB1,103.7925409,-0.402881072,0.270329074,-1.490335706,0.136135989,0.570676091
TAB2,176.810362,-0.033207695,0.160110148,-0.207405312,0.835693335,0.957756589
TAB3,376.4279818,-0.142221278,0.254435515,-0.558967873,0.576183646,0.878602576
TAC3,0.772049645,-0.3169704,1.162307755,-0.272707808,0.785077832,NA
TAC4,28.75084936,0.065905736,0.525997214,0.125296739,0.900288634,NA
TACC1,3825.194667,-0.36215381,0.200447754,-1.806724211,0.070805291,0.479970282
TACC2,1.478116368,0.146686325,0.992299098,0.147824709,0.882481109,NA
TACC3,227.0994454,-0.444101446,0.141657581,-3.1350348,0.001718337,0.164008879
TACR2,1.571602838,-0.624802781,1.564853141,-0.399272471,0.689692449,NA
TACSTD2,5.45943317,2.668317698,0.868037192,3.073967018,0.002112328,NA
TADA1,363.506899,0.211716708,0.164625428,1.28605107,0.198425239,0.643780395
TADA2A,223.9292459,0.130625218,0.174807857,0.747250265,0.454912508,0.817741879
TADA2B,173.6192824,-0.18980245,0.137292122,-1.382471525,0.166826968,0.606715681
TADA3,541.0579782,-0.043815513,0.15818004,-0.27699774,0.781781842,0.945228454
TAF1,105.747437,-0.213086661,0.282064164,-0.755454568,0.449976282,0.816122087
TAF10,42.53998769,-0.098607501,0.363499583,-0.271272667,0.786181327,NA
TAF11,1119.680769,0.00384153,0.108532709,0.035395139,0.971764661,0.994320705
TAF12,1848.084908,0.172125163,0.147556732,1.166501594,0.243411704,0.680742616
TAF13,58.08070666,0.618772068,0.285166925,2.169859174,0.030017516,NA
TAF15,38.95616733,-0.125116376,0.257505434,-0.485878585,0.627053253,NA
TAF1A,7.04347039,0.81989368,0.62108801,1.320092591,0.186804106,NA
TAF1B,68.98384465,0.217019959,0.311996006,0.695585697,0.486688326,0.840324248
TAF1C,99.0882928,0.020973369,0.228050395,0.091968132,0.926723359,0.980268325
TAF1D,19.68852046,0.719594452,0.348362374,2.065649179,0.038861617,NA
TAF2,65.11675318,0.062815467,0.22320123,0.281429756,0.778380798,0.943827964
TAF3,488.7810603,-0.088756334,0.12846633,-0.690891795,0.489633543,0.841468776
TAF4,43.18899651,0.394156773,0.335908381,1.173405594,0.240633195,NA
TAF4B,61.59238376,-0.265724221,0.331329491,-0.801993871,0.422556503,0.799299937
TAF5,86.17555247,0.269156524,0.227715404,1.18198646,0.237211073,0.677228687
TAF5L,395.9989339,-0.055516916,0.18598105,-0.298508455,0.765315124,0.940542818
TAF6,381.0934791,0.015869607,0.182454959,0.086978215,0.930688828,0.981512025
TAF6L,39.88380103,0.260066071,0.260173213,0.999588188,0.317509842,NA
TAF7,1157.477381,0.255876409,0.162989639,1.569893706,0.116439842,0.553074175
TAF8,1132.435239,-0.01952986,0.083678023,-0.233392941,0.815456294,0.953828193
TAF9,133.3539943,0.440300096,0.239480234,1.838565497,0.06597912,0.470815457
TAF9B,56.65753761,0.414380318,0.343759802,1.205435642,0.228035169,NA
TAFA5,0.762324015,-2.974990511,3.037912989,-0.979287597,NA,NA
TAFAZZIN,325.304533,-0.300628822,0.120565597,-2.493487614,0.0126495,0.301888205
TAGLN,7.014355278,-0.071992506,0.438844043,-0.164050321,0.86969153,NA
TAGLN2,23286.55541,-0.072021515,0.152603922,-0.471950614,0.63696204,0.897805712
TAL1,132.321415,-0.222262435,0.234801987,-0.946595204,0.343845089,0.75683877
TALDO1,134994.1833,-0.203111467,0.187001906,-1.086146511,0.277414178,0.706869467
TAMALIN,2.161367544,-0.977958341,0.950344701,-1.029056446,0.303453151,NA
TAMM41,897.1945723,0.494859432,0.302398555,1.636447739,0.101745915,0.535615993
TANC1,23.73973801,-0.19238806,0.332878233,-0.577953259,0.563295676,NA
TANC2,200.9464744,0.191322919,0.259832115,0.736332841,0.461528165,0.821649132
TANGO2,896.4359656,-0.138039858,0.149726666,-0.921945709,0.356556895,0.763577172
TANGO6,54.78113483,-0.359691737,0.294956649,-1.219473227,0.222664631,NA
TANK,300.8809335,0.649486014,0.318694701,2.037956741,0.041554259,0.41743111
TAOK1,546.5103198,0.208888948,0.18305134,1.141149519,0.253807707,0.689289327
TAOK2,1079.608579,0.199508848,0.162381132,1.228645503,0.219204747,0.658979332
TAOK3,1127.326284,-0.026923481,0.109585963,-0.245683668,0.805927116,0.951954779
TAP1,1146.894517,-0.095454023,0.20756142,-0.459883265,0.645600013,0.900650135
TAP2,3994.755801,0.421562532,0.258222342,1.632556379,0.102562332,0.536930199
TAPBPL,1288.846723,-0.342679796,0.162952854,-2.102938288,0.035471164,0.399996728
TAPT1,167.5401946,-0.349282823,0.210517993,-1.659159003,0.097083756,0.532129556
TARBP1,53.51347693,0.227623743,0.212583691,1.07074885,0.284282372,NA
TARBP2,158.8210336,-0.004802917,0.177737663,-0.027022504,0.978441785,0.995254445
TARS1,297.8297404,0.121948414,0.193059962,0.631660819,0.527608535,0.861072151
TARS2,936.1821471,0.102560723,0.127654483,0.803424375,0.421729491,0.79837005
TARS3,7.197525778,0.670877077,1.26322816,0.531081477,0.595362319,NA
TAS1R2,0.617035402,-2.424416787,2.217847877,-1.09313935,0.274332621,NA
TAS1R3,1.599914737,0.51573566,1.109758656,0.464727766,0.642126422,NA
TAS2R3,8.233418042,-0.697567664,0.457328462,-1.525309971,0.127181802,NA
TAS2R4,1.107281699,-1.423251064,1.273608312,-1.117495113,0.263782688,NA
TASL,162.5654127,0.43826835,0.25295979,1.732561333,0.083173667,0.500470862
TASOR,87.7144442,0.383150892,0.257357425,1.48878896,0.136542951,0.570972163
TASOR2,56.20679886,-0.2679578,0.234793739,-1.141247637,0.253766886,NA
TASP1,49.6502115,0.032571275,0.254505423,0.127978707,0.898165824,NA
TATDN1,97.20092543,0.233288273,0.267150499,0.87324663,0.382528664,0.77787026
TATDN2,242.760989,-0.237760341,0.208848856,-1.138432574,0.254939899,0.689855132
TATDN3,31.61574013,-0.209152406,0.271624252,-0.770006377,0.44129611,NA
TAX1BP1,1834.169772,-0.035778626,0.20425605,-0.175165561,0.860949544,0.963425893
TAX1BP3,3152.792438,-0.115343102,0.119402323,-0.966003839,0.33404226,0.750164253
TBC1D1,858.4726525,-0.20070152,0.189310828,-1.060169253,0.289067606,0.716843116
TBC1D10A,162.2734853,0.21368816,0.202243207,1.056590048,0.290698724,0.718648111
TBC1D10B,159.3581393,-0.083280931,0.155200877,-0.536600905,0.591543319,0.883028493
TBC1D10C,6820.511721,0.055630393,0.181747755,0.306085725,0.759539377,0.938746597
TBC1D12,26.10337772,-0.079579703,0.302823456,-0.262792401,0.792710593,NA
TBC1D13,314.7941818,-0.20758454,0.136926871,-1.516024862,0.129513066,0.564797599
TBC1D14,1226.606842,-0.120011493,0.195588623,-0.613591377,0.539485383,0.86799944
TBC1D15,126.7815386,0.341455447,0.272393283,1.253538425,0.210009824,0.652471776
TBC1D17,670.4663115,-0.355997609,0.1751243,-2.032828165,0.042069887,0.418508676
TBC1D19,6.785983806,0.428112315,0.598423289,0.715400492,0.474361608,NA
TBC1D2,203.0190416,-0.744609307,0.182222217,-4.086270713,4.38362275621923e-05,0.031248102
TBC1D20,461.7190155,-0.246663652,0.09818705,-2.512181099,0.01199875,0.301576158
TBC1D22A,306.9014066,-0.096466629,0.16705862,-0.577441794,0.563641048,0.876120657
TBC1D22B,55.43557942,-0.057403255,0.221344657,-0.259338788,0.795373854,NA
TBC1D23,74.69752615,0.39619565,0.366460143,1.081142541,0.279633713,0.708031021
TBC1D24,55.47789505,-0.407544835,0.347849679,-1.171611936,0.241352894,NA
TBC1D25,209.0668551,0.068736001,0.179110284,0.383763563,0.701153697,0.918463161
TBC1D2B,362.4875824,-0.924437644,0.279738079,-3.304654287,0.000950936,0.129267182
TBC1D30,66.66444703,-0.079799691,0.292569403,-0.27275474,0.785041753,0.946226559
TBC1D31,7.306374073,0.365086061,0.587776247,0.621131023,0.534513419,NA
TBC1D32,37.26863397,0.485963854,0.467769722,1.038895489,0.298853345,NA
TBC1D4,80.82499798,0.028659529,0.291083218,0.098458197,0.921568464,0.979163079
TBC1D5,567.4181253,0.247396369,0.245868287,1.006215043,0.314312137,0.736755026
TBC1D7,387.5975402,0.399748389,0.176357919,2.266688054,0.023409289,0.357666689
TBC1D8,71.74175134,0.160094367,0.19784108,0.8092069,0.418396147,0.79810303
TBC1D9,83.12493633,0.025710463,0.188941997,0.136075955,0.891761235,0.970554859
TBC1D9B,109.9690992,-0.174695385,0.193031162,-0.905011308,0.365459396,0.768629576
TBCA,183.3657434,0.187428828,0.24080079,0.778356365,0.436358955,0.807563426
TBCB,8045.498068,-0.241536666,0.139968963,-1.725644464,0.084411395,0.502879898
TBCC,1536.382574,-0.047371221,0.122259684,-0.387463959,0.698412761,0.917893276
TBCCD1,22.99066948,0.004213322,0.510302291,0.008256522,0.993412324,NA
TBCD,456.5306896,-0.442994835,0.162927639,-2.718966766,0.006548619,0.247176671
TBCE,160.8556543,-0.044560357,0.215936804,-0.206358326,0.836511021,0.9580169
TBCK,169.1606873,0.547546681,0.210835098,2.597037621,0.009403162,0.275508108
TBK1,48.93153762,0.826514554,0.401453753,2.058803906,0.039513027,NA
TBKBP1,11.38089175,-0.100575366,0.403379317,-0.249331986,0.803103991,NA
TBL1X,1471.599466,-0.341009553,0.102047459,-3.341676068,0.000832742,0.122466899
TBL1XR1,378.4327097,0.026655676,0.180854544,0.147387375,0.88282627,0.96946367
TBL2,577.1023836,-0.118753717,0.148527349,-0.799541079,0.423976737,0.800357994
TBL3,574.1628627,-0.153826834,0.135335784,-1.1366309,0.255692617,0.690174421
TBPL1,199.1934933,0.454100817,0.225395167,2.014687457,0.043937407,0.425108194
TBRG1,1715.804352,-0.139819904,0.131677757,-1.061833888,0.288311102,0.716627626
TBRG4,941.6033298,-0.115072962,0.136583234,-0.842511621,0.399501638,0.788345314
TBX10,8.095566591,-0.54971402,1.318697901,-0.416861223,0.676779918,NA
TBX19,6.750801391,0.487004033,0.519747662,0.937000911,0.348758089,NA
TBX21,42.0642469,0.071889562,0.476993437,0.150713944,0.880201373,NA
TBX6,15.45795547,-0.909340849,0.620861572,-1.464643473,0.143018215,NA
TBXA2R,301.8389007,0.462769573,0.38319394,1.207664122,0.227176484,0.666386219
TBXAS1,3334.118302,0.028448413,0.164220238,0.173233297,0.862468052,0.963445928
TCAF1,2.134127759,0.145109216,1.141341082,0.127139221,0.89883021,NA
TCAIM,19.39079506,0.648971942,0.386405761,1.679508971,0.093052892,NA
TCEA1,448.9327708,0.016773373,0.11083277,0.151339472,0.879707934,0.968359914
TCEA2,602.7088525,-0.431757507,0.212799374,-2.028941625,0.042464236,0.421517291
TCEA3,380.1499954,0.085385234,0.221716378,0.38511018,0.700155786,0.918033816
TCEAL1,104.9177633,0.184306539,0.251128037,0.733914625,0.463000773,0.823023757
TCEAL4,1089.766758,-0.394254116,0.224394258,-1.756970612,0.078922818,0.492770654
TCEAL8,27.3118123,0.451443308,0.26406178,1.709612458,0.08733756,NA
TCEANC,662.0437942,0.337457648,0.128092746,2.634478991,0.008426652,0.267436854
TCEANC2,86.074659,-0.112757974,0.223320867,-0.504914635,0.613618795,0.891511418
TCERG1,7016.371789,-0.004299351,0.224697395,-0.019133961,0.984734239,0.996622847
TCF12,896.1011658,0.171191497,0.103220126,1.65850889,0.097214795,0.532129556
TCF19,20.09247055,0.102051681,0.370855949,0.275178761,0.783178903,NA
TCF20,76.24361727,0.073845227,0.276478833,0.267091793,0.789398486,0.947389307
TCF23,1.6554716,-3.57833127,1.452441751,-2.463665938,0.013752422,NA
TCF25,3137.325327,-0.306604096,0.1024336,-2.993198481,0.002760701,0.187676618
TCF3,131.7253953,-0.140694251,0.205366008,-0.685090258,0.493286967,0.843637528
TCF4,937.0634932,0.388249674,0.234781104,1.653666622,0.098195268,0.532129556
TCF7,1697.284803,-0.225108974,0.338765385,-0.664498157,0.506371528,0.850151729
TCF7L1,5.035027619,0.52576027,0.619204025,0.849090525,0.395830922,NA
TCF7L2,503.6668128,-0.033138226,0.261282002,-0.126829349,0.899075466,0.973413737
TCFL5,15.66102696,0.406511288,0.494310233,0.822380887,0.410860154,NA
TCHH,0.735359292,-0.803949543,2.015839162,-0.398816313,0.690028556,NA
TCIM,0.565584933,1.5502827,2.425111302,0.639262494,0.522652183,NA
TCIRG1,4163.707009,-0.082133716,0.185427473,-0.442942541,0.657807296,0.904542137
TCN1,2362.84476,1.260532873,0.687273076,1.834107748,0.066638001,0.470815457
TCN2,178.2241595,0.013250606,0.175493821,0.075504685,0.93981317,0.984179913
