gene,ensembl id,log2FoldChange,lfcSE,stat,pvalue,padj
ACOT12,,-0.28244149,0.162226394,-1.741032903,0.081677811,0.985564621
ACOXL,,-0.380447351,0.221266414,-1.719408496,0.085540016,0.985564621
ACSS1,,0.323946149,0.180887288,1.790872941,0.073313687,0.985564621
ADAM17,,0.097790606,0.055393723,1.76537343,0.077501026,0.985564621
ADAP1,,0.11794582,0.067767873,1.740438571,0.081782038,0.985564621
AGFG2,,-0.252543692,0.146621267,-1.722421967,0.084993107,0.985564621
ALDH18A1,,-0.223376953,0.127290144,-1.754864489,0.07928249,0.985564621
ALDH2,,-0.142576995,0.078793783,-1.809495489,0.07037406,0.985564621
ALPK1,,0.180762543,0.101401983,1.782633215,0.074646029,0.985564621
AMHR2,,0.29581616,0.168763111,1.752848463,0.079628022,0.985564621
ANKS6,,-0.439179427,0.253126303,-1.735020908,0.082737102,0.985564621
ANXA2,,0.158742353,0.090673915,1.75069483,0.07999849,0.985564621
AP2A1,,0.140642243,0.082081495,1.713446411,0.086630444,0.985564621
AP4B1,,0.210255479,0.122645797,1.714330888,0.086467973,0.985564621
APAF1,,0.255808988,0.148600219,1.721457673,0.085167807,0.985564621
ARAP3,,0.122514472,0.071551896,1.712246333,0.086851282,0.985564621
ARL15,,0.168154929,0.096843109,1.736364412,0.082499421,0.985564621
ARL6IP5,,-0.148683701,0.084330873,-1.763099265,0.077883749,0.985564621
ARMC10,,-0.168437963,0.094029617,-1.791328819,0.073240544,0.985564621
ARMC6,,-0.147368126,0.086263855,-1.708341527,0.08757299,0.985564621
ATP6V0A2,,-0.263448917,0.149967929,-1.756701703,0.078968667,0.985564621
ATP6V1G1,,0.126627461,0.071779869,1.764108284,0.07771375,0.985564621
AXL,,-0.655461457,0.36543011,-1.793671182,0.072865668,0.985564621
BACE1,,-0.28450533,0.16426787,-1.731959696,0.083280739,0.985564621
BAG4,,-0.196542615,0.110555063,-1.777780316,0.075439943,0.985564621
BAG5,,-0.144405902,0.082258686,-1.75550947,0.079172202,0.985564621
BCL9L,,-0.63707549,0.372950954,-1.708201798,0.087598905,0.985564621
BEX4,,-0.310039703,0.174494144,-1.776791446,0.07560256,0.985564621
BFSP2,,-0.322190442,0.186975039,-1.723173551,0.084857145,0.985564621
C3AR1,,-0.528673665,0.303413579,-1.742419263,0.081435108,0.985564621
CAMK2G,,-0.093997124,0.054698557,-1.718457104,0.085713272,0.985564621
CAMSAP2,,0.307374881,0.173373856,1.772902144,0.076244923,0.985564621
CCDC194,,0.672526978,0.393522824,1.708991034,0.08745261,0.985564621
CDK17,,0.224767647,0.130737598,1.719227302,0.085572991,0.985564621
CHST12,,-0.137223115,0.076084726,-1.803556663,0.071300835,0.985564621
CHST13,,0.410698801,0.230936773,1.778403652,0.075337583,0.985564621
CLEC12A,,0.226418993,0.130699624,1.732361472,0.083209223,0.985564621
CLIC5,,-0.235281,0.137067124,-1.716538539,0.086063521,0.985564621
CLN6,,0.154283708,0.086934954,1.774702827,0.075946968,0.985564621
CMKLR1,,0.278481345,0.160397574,1.736194252,0.082529493,0.985564621
CNST,,-0.181019515,0.104252146,-1.736362475,0.082499763,0.985564621
COCH,,0.273969978,0.152246775,1.799512515,0.071937646,0.985564621
CPSF7,,0.130998897,0.076108056,1.721222477,0.085210461,0.985564621
CRYBG2,,-0.460470591,0.253835218,-1.814053205,0.069669535,0.985564621
CTSK,,0.116176868,0.066628968,1.743639012,0.081222056,0.985564621
CUNH19orf25,,-0.130706336,0.074091128,-1.764129369,0.077710201,0.985564621
CUNH1orf115,,-0.349111565,0.19642826,-1.777298053,0.075519214,0.985564621
CUNH6orf141,,0.7818258,0.437000689,1.789072236,0.073603183,0.985564621
CYS1,,0.272237878,0.150650042,1.807087964,0.070748565,0.985564621
DAPP1,,0.20378491,0.113529909,1.794988762,0.07265549,0.985564621
DENND3,,0.211119162,0.122713399,1.720424704,0.08535527,0.985564621
DGLUCY,,-0.164805176,0.095665187,-1.722728833,0.084937574,0.985564621
DHRS11,,-0.1277723,0.072086605,-1.772483252,0.076314373,0.985564621
DIDO1,,-0.220789242,0.125400166,-1.76067743,0.078293015,0.985564621
DKC1,,-0.148153612,0.084543573,-1.752393544,0.079706161,0.985564621
DLG4,,-0.316620739,0.182580343,-1.734144727,0.082892407,0.985564621
DNAAF5,,-0.449477199,0.256473807,-1.752526717,0.07968328,0.985564621
DNAH2,,-0.388367394,0.215515779,-1.802036934,0.071539595,0.985564621
DNAL1,,-0.275909983,0.161319889,-1.71032837,0.087205168,0.985564621
DOCK8,,0.087592259,0.050825785,1.723382301,0.084819413,0.985564621
DUSP2,,-0.218131622,0.121511399,-1.795153574,0.072629235,0.985564621
DZIP1L,,0.416781962,0.234022021,1.780951901,0.074920309,0.985564621
EEF1AKNMT,,-0.135026765,0.077084812,-1.751664968,0.079831434,0.985564621
EEF2KMT,,-0.183898583,0.107591075,-1.709236412,0.087407167,0.985564621
EGLN3,,-0.194153258,0.107747465,-1.801928768,0.071556613,0.985564621
EIF2B1,,-0.187434593,0.107649089,-1.741162838,0.081655039,0.985564621
ELF5,,1.058973637,0.601106969,1.761705806,0.078119016,0.985564621
ENY2,,0.204777213,0.11705842,1.749359105,0.080228965,0.985564621
ERAS,,1.133650302,0.639709622,1.772132643,0.076372541,0.985564621
ERRFI1,,-0.334117602,0.191285427,-1.746696583,0.080689983,0.985564621
ESR1,,0.303995633,0.177881668,1.708976741,0.087455258,0.985564621
ETV1,,-0.626553252,0.356243134,-1.758779867,0.078614906,0.985564621
EVI5,,0.155523813,0.086360108,1.800875613,0.071722488,0.985564621
FAM135A,,0.360905801,0.203281677,1.775397598,0.07583226,0.985564621
FAM83H,,0.257136278,0.145284236,1.769884231,0.076746428,0.985564621
FBLL1,,0.611145468,0.344552306,1.773737856,0.076106522,0.985564621
FBP2,,0.940030545,0.539982374,1.740854127,0.081709151,0.985564621
FBXL14,,-0.150721271,0.084883404,-1.775627089,0.075794402,0.985564621
FCGR1A,,0.174383524,0.096193368,1.812843532,0.069855958,0.985564621
FCHSD2,,0.265039964,0.154601715,1.714340388,0.08646623,0.985564621
FILIP1L,,0.26784556,0.150214653,1.783085437,0.074572397,0.985564621
FLACC1,,0.428735545,0.247079834,1.735210594,0.082703511,0.985564621
FMNL2,,0.249071051,0.143878397,1.731121954,0.083430015,0.985564621
FNDC3A,,0.16186402,0.092134385,1.756825316,0.078947589,0.985564621
FRMD1,,-0.348571724,0.193155405,-1.804618022,0.071134476,0.985564621
FRY,,0.197177454,0.108923455,1.810238702,0.070258778,0.985564621
FUT8,,-0.148718185,0.086724754,-1.714829713,0.086376452,0.985564621
FXYD5,,0.129776952,0.07224809,1.796268283,0.07245186,0.985564621
GABRR2,,-1.32543597,0.759934022,-1.744146113,0.081133615,0.985564621
GCA,,0.191636162,0.105380807,1.818511056,0.068986058,0.985564621
GFRA2,,0.433372236,0.244264527,1.774192275,0.076031352,0.985564621
GNL1,,-0.099799608,0.058109653,-1.717435967,0.085899545,0.985564621
GOLPH3L,,0.114265147,0.066690522,1.713364104,0.086645576,0.985564621
GOSR1,,0.140957768,0.080622573,1.748366025,0.080400667,0.985564621
GPNMB,,-0.355557598,0.207119998,-1.716674402,0.08603868,0.985564621
GSDMA,,-0.235821257,0.130184513,-1.811438643,0.070072979,0.985564621
GSK3B,,0.088352974,0.05175202,1.707237213,0.087777971,0.985564621
HBM,,0.607075117,0.336309394,1.805109012,0.071057625,0.985564621
HDGFL3,,0.230070589,0.127170695,1.809147842,0.070428038,0.985564621
HIPK1,,0.194298662,0.111865331,1.736897922,0.08240519,0.985564621
HOXA5,,-1.181157232,0.691362038,-1.708449651,0.087552941,0.985564621
HUS1,,-0.189626407,0.104465708,-1.815202425,0.069492807,0.985564621
ICOS,,-0.224082452,0.123601871,-1.812937377,0.06984148,0.985564621
IDE,,0.169587812,0.096138091,1.764002272,0.077731597,0.985564621
IER5,,0.155805428,0.090662136,1.718528085,0.085700336,0.985564621
IKZF3,,-0.226025281,0.128846955,-1.754215155,0.079393647,0.985564621
IL17F,,0.875909954,0.487966852,1.795019377,0.072650613,0.985564621
IL27,,0.279240531,0.154742847,1.804545652,0.071145809,0.985564621
INSL6,,0.433196169,0.248113666,1.745958517,0.08081816,0.985564621
INSRR,,-0.235585271,0.133327997,-1.766960249,0.077234886,0.985564621
ITGA3,,-0.406306783,0.228083379,-1.781395842,0.074847807,0.985564621
ITGAM,,0.168324811,0.09739259,1.728312297,0.08393225,0.985564621
ITPRIPL1,,-0.116990712,0.067792665,-1.725713408,0.084398985,0.985564621
JADE2,,-0.203096905,0.117288244,-1.731604963,0.083343922,0.985564621
KBTBD7,,0.319966972,0.180675859,1.770944788,0.076569884,0.985564621
KCNA2,,-0.219774657,0.125719692,-1.748132319,0.080441118,0.985564621
KCNAB1,,-0.412697941,0.228482832,-1.806253612,0.070878734,0.985564621
KCNN1,,0.529948957,0.305573098,1.734278837,0.082868621,0.985564621
KDM4A,,0.159821338,0.093302716,1.712933401,0.086724793,0.985564621
KIF18A,,-0.373503332,0.218423194,-1.709998495,0.087266151,0.985564621
KLF4,,0.222376451,0.127443869,1.744897206,0.081002764,0.985564621
KLHL12,,0.227605903,0.126312455,1.80192763,0.071556792,0.985564621
KLHL32,,0.372035292,0.207161813,1.795868098,0.072515497,0.985564621
KRT71,,0.557868558,0.311388393,1.791552189,0.073204728,0.985564621
LACC1,,0.163945992,0.094581884,1.733376256,0.083028815,0.985564621
LAMP3,,-0.233102224,0.135271307,-1.723220019,0.084848745,0.985564621
LAMTOR3,,0.185112886,0.105148277,1.760493768,0.078324123,0.985564621
LDHD,,-0.567586201,0.329531073,-1.722405707,0.084996051,0.985564621
LEPROT,,0.245644109,0.142899643,1.718997364,0.085614852,0.985564621
LGALSL,,-0.191507427,0.111250137,-1.721412945,0.085175917,0.985564621
LGI2,,-0.534963443,0.30053602,-1.780031039,0.075070881,0.985564621
LITAFD,,-0.354362556,0.199598097,-1.775380439,0.075835092,0.985564621
LMTK2,,0.226628241,0.127321327,1.779970771,0.075080744,0.985564621
LOC103656502,,0.20302941,0.111942095,1.813700282,0.069723882,0.985564621
LOC103656696,,0.211467942,0.119929355,1.763270908,0.077854809,0.985564621
LOC103657333,,-0.424877159,0.246250191,-1.725388141,0.084457547,0.985564621
LOC103658957,,-0.328848886,0.191900169,-1.713645629,0.086593828,0.985564621
LOC103659170,,0.236831982,0.137643599,1.720617485,0.085320258,0.985564621
LOC103659491,,0.264385578,0.146884468,1.799955989,0.071867588,0.985564621
LOC103660373,,-0.208085446,0.116699066,-1.783094365,0.074570944,0.985564621
LOC103660549,,0.298652644,0.172099095,1.735352789,0.082678337,0.985564621
LOC103660581,,-0.552606285,0.323745775,-1.706914274,0.087837987,0.985564621
LOC103660863,,-0.245092826,0.135718961,-1.805884931,0.070936315,0.985564621
LOC103660912,,0.341897856,0.195069216,1.752700215,0.079653479,0.985564621
LOC103660916,,-0.577278681,0.335615916,-1.720057519,0.085421987,0.985564621
LOC103661246,,-0.24004755,0.134051523,-1.790711098,0.073339668,0.985564621
LOC103662728,,0.205813992,0.115017381,1.789416434,0.073547775,0.985564621
LOC103662913,,-0.204223445,0.116288122,-1.756184907,0.079056841,0.985564621
LOC103663347,,-0.241034228,0.135788978,-1.775064749,0.075887197,0.985564621
LOC103663827,,0.257725619,0.149147976,1.727986028,0.083990729,0.985564621
LOC103664099,,0.200668461,0.113559055,1.767084635,0.077214055,0.985564621
LOC103664393,,-0.242482791,0.135129067,-1.794453233,0.072740857,0.985564621
LOC103666488,,0.204537043,0.119788865,1.707479597,0.087732947,0.985564621
LOC103666647,,0.496984941,0.277118837,1.793400068,0.072908977,0.985564621
LOC103666925,,1.522432184,0.852026301,1.786837076,0.073963825,0.985564621
LOC103667161,,0.568401381,0.31559587,1.801041886,0.071696278,0.985564621
LOC103667641,,0.461617858,0.259051111,1.781956685,0.074756296,0.985564621
LOC103668840,,-0.132966076,0.073528706,-1.808355988,0.070551113,0.985564621
LOC103669007,,-0.332976082,0.193803652,-1.718110464,0.085776469,0.985564621
LOC103669321,,0.283632596,0.160641298,1.76562689,0.077458466,0.985564621
LOC103669382,,-0.347465987,0.194829149,-1.783439428,0.0745148,0.985564621
LOC103669961,,-0.725518769,0.404774376,-1.79240291,0.073068449,0.985564621
LOC103670180,,-0.160685055,0.093433239,-1.719784699,0.085471585,0.985564621
LOC103670726,,-0.227710991,0.129531884,-1.757953213,0.07875547,0.985564621
LOC103670824,,0.517576545,0.285921826,1.810202991,0.070264314,0.985564621
LOC103670852,,-0.43770608,0.256141229,-1.708846647,0.08747936,0.985564621
LOC103670990,,-0.333229706,0.184820497,-1.802991068,0.071389617,0.985564621
LOC103671054,,-0.755256381,0.425638357,-1.774408646,0.075995581,0.985564621
LOC103671065,,-0.278046023,0.158536856,-1.75382577,0.079460366,0.985564621
LOC103671287,,-0.14906291,0.082133511,-1.814885413,0.069541521,0.985564621
LOC103671507,,0.520404323,0.295768212,1.759500522,0.078492532,0.985564621
LOC103671622,,1.046395669,0.592198717,1.766967134,0.077233733,0.985564621
LOC103672432,,0.377812124,0.214166283,1.764106465,0.077714056,0.985564621
LOC103672834,,1.288200368,0.743967178,1.731528496,0.083357547,0.985564621
LOC103672936,,-0.698595144,0.391827507,-1.782915009,0.074600139,0.985564621
LOC103673778,,-0.981763906,0.57180683,-1.716950295,0.085988254,0.985564621
LOC103673832,,0.263892956,0.153356012,1.720786501,0.085289573,0.985564621
LOC103674557,,0.409945304,0.226083044,1.813250994,0.069793118,0.985564621
LOC103675005,,-0.560772182,0.322293297,-1.739943672,0.081868909,0.985564621
LOC103675216,,-0.26811053,0.150364029,-1.783076249,0.074573892,0.985564621
LOC103676212,,0.837861818,0.482492646,1.736527644,0.082470581,0.985564621
LOC103676500,,0.948100145,0.544991579,1.739660174,0.081918706,0.985564621
LOC103677335,,-0.250922973,0.140088073,-1.791180139,0.073264392,0.985564621
LOC103677868,,0.310103327,0.177372866,1.748313222,0.080409805,0.985564621
LOC103678014,,0.247002953,0.136388318,1.811027196,0.070136642,0.985564621
LOC103678300,,-0.389944376,0.223998357,-1.740835872,0.081712352,0.985564621
LOC103680145,,0.484711786,0.280212719,1.729799376,0.083666126,0.985564621
LOC103680322,,-0.233657487,0.13285388,-1.758755459,0.078619053,0.985564621
LOC103680421,,-0.416810652,0.243906866,-1.708892653,0.087470836,0.985564621
LOC103680426,,-0.26593098,0.151483495,-1.755511259,0.079171897,0.985564621
LOC103680818,,-0.247119297,0.141317439,-1.748682248,0.08034596,0.985564621
LOC103681481,,0.678822236,0.393270898,1.726093232,0.084330641,0.985564621
LOC103681489,,-0.853934459,0.498176372,-1.714120755,0.086506551,0.985564621
LOC103681672,,0.217605869,0.121518855,1.790716913,0.073338734,0.985564621
LOC121099798,,1.082192111,0.622456339,1.738583162,0.08210811,0.985564621
LOC121099825,,-0.626849443,0.354497121,-1.768277955,0.077014447,0.985564621
LOC121100115,,0.22034293,0.125106742,1.761239461,0.078197882,0.985564621
LOC121100401,,1.294546131,0.758416288,1.706907079,0.087839325,0.985564621
LOC121100413,,0.854382651,0.47319456,1.805563131,0.070986606,0.985564621
LOC121100530,,0.367418978,0.210956205,1.74168367,0.081563811,0.985564621
LOC121100783,,0.145626263,0.08176798,1.78096931,0.074917465,0.985564621
LOC121100922,,-0.265747106,0.148212538,-1.793013663,0.072970739,0.985564621
LOC121101000,,0.388355551,0.222732279,1.743597973,0.081229217,0.985564621
LOC121101009,,0.246075615,0.137036376,1.795695587,0.072542944,0.985564621
LOC121101227,,0.705643231,0.391633517,1.801794791,0.071577698,0.985564621
LOC121101278,,0.468122264,0.261503561,1.790118124,0.073434924,0.985564621
LOC121101292,,0.318643047,0.186179696,1.711481192,0.08699232,0.985564621
LOC121101685,,0.194989233,0.110395446,1.766279684,0.077348938,0.985564621
LOC121101846,,0.510711519,0.282493546,1.807869686,0.070626785,0.985564621
LOC121102059,,-1.040714717,0.589861413,-1.764337681,0.077675143,0.985564621
LOC121102079,,0.456210904,0.263701591,1.73002712,0.08362543,0.985564621
LOC121102257,,0.476678441,0.262437758,1.816348551,0.069316922,0.985564621
LOC121102292,,-0.226531712,0.129350574,-1.751300406,0.079894178,0.985564621
LOC121102567,,-0.211589092,0.119256589,-1.774233984,0.076024455,0.985564621
LOC121102601,,0.423431187,0.240461025,1.760914005,0.078252959,0.985564621
LOC121102605,,0.39254564,0.222478226,1.764422738,0.077660833,0.985564621
LOC121103054,,0.476744708,0.268846365,1.773297951,0.076179348,0.985564621
LOC121103337,,0.246846562,0.143882895,1.715607421,0.086233919,0.985564621
LOC121103351,,0.518426091,0.288877241,1.794624216,0.072713592,0.985564621
LOC121103452,,0.200084311,0.11191515,1.787821498,0.073804811,0.985564621
LOC121103701,,0.549624677,0.317651774,1.730274228,0.083581292,0.985564621
LOC121104298,,0.326046237,0.188059528,1.733739531,0.082964309,0.985564621
LOC121104340,,-0.156508756,0.087030465,-1.798321502,0.072126074,0.985564621
LOC121104742,,0.21365576,0.119988782,1.780631132,0.07497273,0.985564621
LOC121104792,,-0.740190774,0.428563792,-1.727142579,0.08414206,0.985564621
LOC121104999,,-1.122434968,0.641626902,-1.749357711,0.080229206,0.985564621
LOC121105037,,-0.127197313,0.073108908,-1.739833308,0.081888292,0.985564621
LOC121105363,,0.943901429,0.544165305,1.734585833,0.082814191,0.985564621
LOC121105414,,0.317241491,0.177048532,1.791833497,0.073159641,0.985564621
LOC121105449,,0.695779796,0.386617455,1.799659553,0.071914411,0.985564621
LOC121105546,,-0.624036814,0.348225504,-1.792047986,0.07312528,0.985564621
LOC121105864,,0.284894466,0.159685681,1.784095255,0.074408188,0.985564621
LOC121105886,,-0.298803742,0.165193493,-1.808810603,0.070480432,0.985564621
LRATD1,,-0.671009935,0.381470279,-1.759009739,0.078575854,0.985564621
LRG1,,0.283495454,0.163357802,1.73542648,0.082665293,0.985564621
LRRC43,,0.461253261,0.262209368,1.759102909,0.078560031,0.985564621
LY6G6C,,-0.30219345,0.17200601,-1.75687727,0.078938731,0.985564621
LYVE1,,0.743603921,0.41388263,1.796654091,0.072390551,0.985564621
MAP2K7,,0.513214403,0.29602326,1.733696206,0.082972,0.985564621
ME1,,-1.125225986,0.623991329,-1.80327183,0.071345534,0.985564621
METAP1D,,-0.195045924,0.111330539,-1.751953476,0.079781808,0.985564621
MFSD14B,,0.14349194,0.082250014,1.744582555,0.08105756,0.985564621
MICAL1,,0.126042847,0.069763202,1.806723948,0.070805332,0.985564621
MLLT3,,-0.201728927,0.11107992,-1.816070145,0.069359613,0.985564621
MRPL11,,0.208554951,0.116993309,1.782622887,0.074647712,0.985564621
MRPL30,,0.121849767,0.070812158,1.720746422,0.085296849,0.985564621
MRPL4,,-0.137587768,0.078649528,-1.749378186,0.080225669,0.985564621
MRPL42,,0.195211384,0.11167726,1.747995817,0.080464752,0.985564621
MRPS21,,0.2417747,0.139812135,1.729282651,0.08375852,0.985564621
MSRB1,,0.224757023,0.123942888,1.813391842,0.069771407,0.985564621
MTMR10,,-0.147258836,0.082110041,-1.793432729,0.072903758,0.985564621
MYC,,-0.169319507,0.097372346,-1.738886996,0.082054642,0.985564621
MYL6,,0.172940341,0.099038137,1.74619945,0.0807763,0.985564621
MYO1D,,0.430571159,0.237360606,1.813995873,0.069678361,0.985564621
NDUFA8,,0.124123773,0.070565572,1.758984875,0.078580078,0.985564621
NFIA,,-0.173600599,0.098154394,-1.768648266,0.076952591,0.985564621
NINJ2,,-0.187472199,0.109685041,-1.709186574,0.087416395,0.985564621
NOP56,,-0.132387686,0.073669815,-1.797041102,0.072329095,0.985564621
NPAS2,,-0.301131334,0.168522374,-1.786892307,0.073954896,0.985564621
NR1D1,,-0.229516158,0.131460702,-1.74589177,0.08082976,0.985564621
NT5E,,0.319629221,0.184781644,1.729767165,0.083671883,0.985564621
NUBPL,,0.32741576,0.189005551,1.732307642,0.083218802,0.985564621
OAF,,0.295923668,0.165359737,1.7895751,0.073522244,0.985564621
OSER1,,0.120895426,0.068327998,1.769339505,0.076837234,0.985564621
P2RY1,,-0.203641104,0.117003497,-1.740470237,0.081776482,0.985564621
PACSIN3,,-0.282000567,0.165176143,-1.70727178,0.087771549,0.985564621
PAN2,,-0.260768015,0.148013926,-1.761780269,0.07810643,0.985564621
PAN3,,0.10298554,0.05702946,1.805830521,0.070944817,0.985564621
